Plate,Well Number,Proliferation Score,Video Path
LT0002_24,87,3.8507,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00087_01.mp4
LT0002_24,304,3.1600,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00304_01.mp4
LT0002_24,206,3.4419,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00206_01.mp4
LT0002_24,275,2.8600,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00275_01.mp4
LT0002_24,236,2.8511,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00236_01.mp4
LT0002_24,116,3.2453,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00116_01.mp4
LT0002_24,284,2.6571,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00284_01.mp4
LT0002_24,30,3.3608,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00030_01.mp4
LT0002_24,317,2.3636,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00317_01.mp4
LT0002_24,21,4.3875,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00021_01.mp4
LT0002_24,100,3.0533,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00100_01.mp4
LT0002_24,313,2.5312,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00313_01.mp4
LT0002_24,383,3.5063,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00383_01.mp4
LT0002_24,307,2.5814,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00307_01.mp4
LT0002_24,5,3.4713,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00005_01.mp4
LT0002_24,254,2.5510,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00254_01.mp4
LT0002_24,58,4.6852,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00058_01.mp4
LT0002_24,262,3.0685,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00262_01.mp4
LT0002_24,338,2.3556,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00338_01.mp4
LT0002_24,264,2.5085,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00264_01.mp4
LT0002_24,353,3.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00353_01.mp4
LT0002_24,191,2.6190,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00191_01.mp4
LT0002_24,13,4.2857,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00013_01.mp4
LT0002_24,159,2.5952,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00159_01.mp4
LT0002_24,184,4.0192,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00184_01.mp4
LT0002_24,108,3.0208,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00108_01.mp4
LT0002_24,34,3.4149,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00034_01.mp4
LT0002_24,221,3.6765,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00221_01.mp4
LT0002_24,150,4.0345,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00150_01.mp4
LT0002_24,83,3.0769,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00083_01.mp4
LT0002_24,250,3.4355,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00250_01.mp4
LT0002_24,141,3.8750,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00141_01.mp4
LT0002_24,213,3.7321,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00213_01.mp4
LT0002_24,310,2.8611,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00310_01.mp4
LT0002_24,225,4.2264,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00225_01.mp4
LT0002_24,120,3.9655,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00120_01.mp4
LT0002_24,199,3.5895,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00199_01.mp4
LT0002_24,197,4.4098,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00197_01.mp4
LT0002_24,343,3.0526,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00343_01.mp4
LT0002_24,152,3.0769,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00152_01.mp4
LT0002_24,350,4.5410,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00350_01.mp4
LT0002_24,111,4.3333,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00111_01.mp4
LT0002_24,33,2.7326,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00033_01.mp4
LT0002_24,280,3.9348,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00280_01.mp4
LT0002_24,214,2.9242,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00214_01.mp4
LT0002_24,59,4.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00059_01.mp4
LT0002_24,139,2.9286,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00139_01.mp4
LT0002_24,25,3.4875,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00025_01.mp4
LT0002_24,133,3.4400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00133_01.mp4
LT0002_24,92,4.6400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00092_01.mp4
LT0002_24,235,3.0233,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00235_01.mp4
LT0002_24,239,2.9531,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00239_01.mp4
LT0002_24,373,4.6591,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00373_01.mp4
LT0002_24,339,3.1846,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00339_01.mp4
LT0002_24,337,2.4815,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00337_01.mp4
LT0002_24,77,3.7451,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00077_01.mp4
LT0002_24,272,2.9667,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00272_01.mp4
LT0002_24,117,3.5000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00117_01.mp4
LT0002_24,23,3.2069,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00023_01.mp4
LT0002_24,39,3.4746,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00039_01.mp4
LT0002_24,312,3.4038,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00312_01.mp4
LT0002_24,138,3.2549,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00138_01.mp4
LT0002_24,147,3.0286,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00147_01.mp4
LT0002_24,134,3.4487,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00134_01.mp4
LT0002_24,89,3.9787,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00089_01.mp4
LT0002_24,144,3.9697,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00144_01.mp4
LT0002_24,234,3.0469,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00234_01.mp4
LT0002_24,320,3.4082,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00320_01.mp4
LT0002_24,302,3.4000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00302_01.mp4
LT0002_24,367,2.1064,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00367_01.mp4
LT0002_24,124,3.1159,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00124_01.mp4
LT0002_24,218,3.3043,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00218_01.mp4
LT0002_24,336,3.6596,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00336_01.mp4
LT0002_24,316,4.3333,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00316_01.mp4
LT0002_24,66,4.0357,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00066_01.mp4
LT0002_24,334,3.7568,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00334_01.mp4
LT0002_24,40,3.9516,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00040_01.mp4
LT0002_24,309,3.0980,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00309_01.mp4
LT0002_24,115,2.9818,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00115_01.mp4
LT0002_24,291,3.2875,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00291_01.mp4
LT0002_24,15,3.7534,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00015_01.mp4
LT0002_24,9,3.1803,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00009_01.mp4
LT0002_24,297,2.9583,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00297_01.mp4
LT0002_24,318,3.6000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00318_01.mp4
LT0002_24,341,3.0625,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00341_01.mp4
LT0002_24,164,3.3846,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00164_01.mp4
LT0002_24,161,3.0256,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00161_01.mp4
LT0002_24,118,2.7170,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00118_01.mp4
LT0002_24,181,3.7121,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00181_01.mp4
LT0002_24,240,3.5370,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00240_01.mp4
LT0002_24,369,2.5056,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00369_01.mp4
LT0002_24,342,2.4821,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00342_01.mp4
LT0002_24,292,3.3913,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00292_01.mp4
LT0002_24,126,2.9231,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00126_01.mp4
LT0002_24,27,2.3553,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00027_01.mp4
LT0002_24,99,4.1364,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00099_01.mp4
LT0002_24,168,4.2623,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00168_01.mp4
LT0002_24,146,3.1167,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00146_01.mp4
LT0002_24,1,4.5600,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00001_01.mp4
LT0002_24,81,3.3519,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00081_01.mp4
LT0002_24,330,3.2500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00330_01.mp4
LT0002_24,382,3.7288,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00382_01.mp4
LT0002_24,44,3.6000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00044_01.mp4
LT0002_24,102,4.5904,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00102_01.mp4
LT0002_24,63,5.5263,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00063_01.mp4
LT0002_24,237,4.3000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00237_01.mp4
LT0002_24,160,3.5152,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00160_01.mp4
LT0002_24,65,4.6383,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00065_01.mp4
LT0002_24,321,3.3871,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00321_01.mp4
LT0002_24,43,4.6809,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00043_01.mp4
LT0002_24,186,3.4200,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00186_01.mp4
LT0002_24,57,3.7586,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00057_01.mp4
LT0002_24,261,2.8333,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00261_01.mp4
LT0002_24,171,2.7561,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00171_01.mp4
LT0002_24,306,2.5400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00306_01.mp4
LT0002_24,11,3.8590,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00011_01.mp4
LT0002_24,157,4.1889,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00157_01.mp4
LT0002_24,308,3.0238,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00308_01.mp4
LT0002_24,185,5.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00185_01.mp4
LT0002_24,154,2.7263,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00154_01.mp4
LT0002_24,2,3.9155,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00002_01.mp4
LT0002_24,136,3.3158,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00136_01.mp4
LT0002_24,352,3.1026,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00352_01.mp4
LT0002_24,130,3.7500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00130_01.mp4
LT0002_24,55,3.9273,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00055_01.mp4
LT0002_24,16,4.5435,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00016_01.mp4
LT0002_24,7,3.6909,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00007_01.mp4
LT0002_24,371,3.1807,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00371_01.mp4
LT0002_24,24,2.4154,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00024_01.mp4
LT0002_24,48,4.0741,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00048_01.mp4
LT0002_24,322,3.6170,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00322_01.mp4
LT0002_24,198,3.3824,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00198_01.mp4
LT0002_24,293,2.8667,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00293_01.mp4
LT0002_24,122,3.4699,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00122_01.mp4
LT0002_24,203,2.6296,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00203_01.mp4
LT0002_24,295,3.2432,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00295_01.mp4
LT0002_24,248,2.7778,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00248_01.mp4
LT0002_24,35,2.8732,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00035_01.mp4
LT0002_24,177,5.4231,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00177_01.mp4
LT0002_24,90,4.9062,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00090_01.mp4
LT0002_24,50,3.9028,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00050_01.mp4
LT0002_24,132,4.6522,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00132_01.mp4
LT0002_24,32,3.5932,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00032_01.mp4
LT0002_24,172,3.0213,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00172_01.mp4
LT0002_24,368,1.7708,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00368_01.mp4
LT0002_24,190,3.7632,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00190_01.mp4
LT0002_24,222,4.5111,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00222_01.mp4
LT0002_24,98,4.2500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00098_01.mp4
LT0002_24,97,3.3553,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00097_01.mp4
LT0002_24,365,3.0714,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00365_01.mp4
LT0002_24,61,3.3143,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00061_01.mp4
LT0002_24,182,3.6462,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00182_01.mp4
LT0002_24,281,3.9600,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00281_01.mp4
LT0002_24,210,3.1545,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00210_01.mp4
LT0002_24,228,2.8033,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00228_01.mp4
LT0002_24,18,3.4074,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00018_01.mp4
LT0002_24,227,2.7736,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00227_01.mp4
LT0002_24,289,3.6271,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00289_01.mp4
LT0002_24,344,3.3971,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00344_01.mp4
LT0002_24,135,4.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00135_01.mp4
LT0002_24,282,3.6286,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00282_01.mp4
LT0002_24,346,2.2449,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00346_01.mp4
LT0002_24,173,4.9667,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00173_01.mp4
LT0002_24,41,3.2267,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00041_01.mp4
LT0002_24,351,3.2000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00351_01.mp4
LT0002_24,247,2.4872,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00247_01.mp4
LT0002_24,42,3.8788,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00042_01.mp4
LT0002_24,231,3.7000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00231_01.mp4
LT0002_24,4,2.5875,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00004_01.mp4
LT0002_24,149,1.8929,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00149_01.mp4
LT0002_24,366,3.9825,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00366_01.mp4
LT0002_24,266,3.2600,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00266_01.mp4
LT0002_24,223,2.8793,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00223_01.mp4
LT0002_24,202,4.2388,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00202_01.mp4
LT0002_24,101,4.1594,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00101_01.mp4
LT0002_24,86,4.0400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00086_01.mp4
LT0002_24,82,2.3385,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00082_01.mp4
LT0002_24,276,3.3175,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00276_01.mp4
LT0002_24,287,3.2955,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00287_01.mp4
LT0002_24,47,3.7966,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00047_01.mp4
LT0002_24,257,3.8125,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00257_01.mp4
LT0002_24,10,3.3611,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00010_01.mp4
LT0002_24,194,5.2826,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00194_01.mp4
LT0002_24,215,2.9571,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00215_01.mp4
LT0002_24,327,2.8571,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00327_01.mp4
LT0002_24,329,3.0714,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00329_01.mp4
LT0002_24,51,4.9655,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_24/00051_01.mp4
