Plate,Well Number,Proliferation Score,Video Path
LT0003_15,215,2.9138,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00215_01.mp4
LT0003_15,305,2.5938,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00305_01.mp4
LT0003_15,367,2.1667,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00367_01.mp4
LT0003_15,110,2.0597,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00110_01.mp4
LT0003_15,64,2.3818,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00064_01.mp4
LT0003_15,29,2.3175,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00029_01.mp4
LT0003_15,162,2.2679,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00162_01.mp4
LT0003_15,114,3.5000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00114_01.mp4
LT0003_15,342,3.4167,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00342_01.mp4
LT0003_15,344,2.1316,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00344_01.mp4
LT0003_15,19,2.4746,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00019_01.mp4
LT0003_15,376,2.4068,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00376_01.mp4
LT0003_15,52,2.2632,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00052_01.mp4
LT0003_15,30,2.1970,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00030_01.mp4
LT0003_15,177,2.8485,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00177_01.mp4
LT0003_15,95,1.7576,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00095_01.mp4
LT0003_15,96,2.0943,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00096_01.mp4
LT0003_15,88,1.8222,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00088_01.mp4
LT0003_15,122,2.9020,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00122_01.mp4
LT0003_15,161,2.5625,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00161_01.mp4
LT0003_15,80,1.5577,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00080_01.mp4
LT0003_15,310,2.2703,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00310_01.mp4
LT0003_15,105,3.0244,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00105_01.mp4
LT0003_15,79,2.1429,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00079_01.mp4
LT0003_15,18,2.1333,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00018_01.mp4
LT0003_15,377,3.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00377_01.mp4
LT0003_15,9,2.3944,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00009_01.mp4
LT0003_15,212,1.8864,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00212_01.mp4
LT0003_15,68,2.0597,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00068_01.mp4
LT0003_15,3,2.7407,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00003_01.mp4
LT0003_15,337,2.7963,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00337_01.mp4
LT0003_15,299,3.1622,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00299_01.mp4
LT0003_15,78,2.3235,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00078_01.mp4
LT0003_15,145,1.6452,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00145_01.mp4
LT0003_15,237,2.1250,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00237_01.mp4
LT0003_15,366,2.2564,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00366_01.mp4
LT0003_15,320,2.7857,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00320_01.mp4
LT0003_15,127,1.9744,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00127_01.mp4
LT0003_15,223,3.0857,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00223_01.mp4
LT0003_15,338,2.1458,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00338_01.mp4
LT0003_15,235,2.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00235_01.mp4
LT0003_15,124,2.0926,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00124_01.mp4
LT0003_15,323,2.5424,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00323_01.mp4
LT0003_15,355,2.9375,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00355_01.mp4
LT0003_15,208,2.0794,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00208_01.mp4
LT0003_15,292,2.7708,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00292_01.mp4
LT0003_15,82,3.2647,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00082_01.mp4
LT0003_15,42,2.0263,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00042_01.mp4
LT0003_15,130,2.5400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00130_01.mp4
LT0003_15,381,2.6842,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00381_01.mp4
LT0003_15,133,2.2344,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00133_01.mp4
LT0003_15,227,1.8795,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00227_01.mp4
LT0003_15,125,1.8333,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00125_01.mp4
LT0003_15,165,1.8500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00165_01.mp4
LT0003_15,356,2.2549,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00356_01.mp4
LT0003_15,149,1.8519,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00149_01.mp4
LT0003_15,311,2.3636,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00311_01.mp4
LT0003_15,28,2.3733,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00028_01.mp4
LT0003_15,11,2.3833,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00011_01.mp4
LT0003_15,12,1.7907,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00012_01.mp4
LT0003_15,315,2.4255,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00315_01.mp4
LT0003_15,246,2.3793,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00246_01.mp4
LT0003_15,308,2.9688,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00308_01.mp4
LT0003_15,204,2.7013,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00204_01.mp4
LT0003_15,306,4.3235,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00306_01.mp4
LT0003_15,242,2.7778,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00242_01.mp4
LT0003_15,262,2.4242,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00262_01.mp4
LT0003_15,209,3.1364,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00209_01.mp4
LT0003_15,39,2.5517,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00039_01.mp4
LT0003_15,281,2.3000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00281_01.mp4
LT0003_15,71,2.6623,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00071_01.mp4
LT0003_15,288,1.5854,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00288_01.mp4
LT0003_15,202,3.2982,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00202_01.mp4
LT0003_15,383,2.2414,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00383_01.mp4
LT0003_15,23,2.7963,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00023_01.mp4
LT0003_15,89,3.0351,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00089_01.mp4
LT0003_15,345,1.9615,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00345_01.mp4
LT0003_15,1,2.2683,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00001_01.mp4
LT0003_15,365,3.5000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00365_01.mp4
LT0003_15,153,2.8824,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00153_01.mp4
LT0003_15,83,2.4697,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00083_01.mp4
LT0003_15,113,2.1429,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00113_01.mp4
LT0003_15,238,1.8000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00238_01.mp4
LT0003_15,372,2.6897,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00372_01.mp4
LT0003_15,207,2.3846,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00207_01.mp4
LT0003_15,93,2.6341,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00093_01.mp4
LT0003_15,245,2.2600,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00245_01.mp4
LT0003_15,45,2.8958,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00045_01.mp4
LT0003_15,241,2.9861,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00241_01.mp4
LT0003_15,375,3.7805,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00375_01.mp4
LT0003_15,16,3.1972,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00016_01.mp4
LT0003_15,378,2.1136,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00378_01.mp4
LT0003_15,121,2.8507,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00121_01.mp4
LT0003_15,261,2.1500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00261_01.mp4
LT0003_15,252,1.8108,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00252_01.mp4
LT0003_15,379,2.5758,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00379_01.mp4
LT0003_15,195,2.4643,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00195_01.mp4
LT0003_15,183,2.1507,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00183_01.mp4
LT0003_15,239,2.7234,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00239_01.mp4
LT0003_15,115,2.4400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00115_01.mp4
LT0003_15,106,2.7451,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00106_01.mp4
LT0003_15,268,2.3333,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00268_01.mp4
LT0003_15,253,2.9873,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00253_01.mp4
LT0003_15,236,1.9057,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00236_01.mp4
LT0003_15,371,2.3375,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00371_01.mp4
LT0003_15,87,2.2353,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00087_01.mp4
LT0003_15,282,2.3824,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00282_01.mp4
LT0003_15,256,2.6122,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00256_01.mp4
LT0003_15,348,2.4576,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00348_01.mp4
LT0003_15,73,2.8571,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00073_01.mp4
LT0003_15,41,2.2821,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00041_01.mp4
LT0003_15,103,2.8367,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00103_01.mp4
LT0003_15,352,3.1389,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00352_01.mp4
LT0003_15,104,1.8182,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00104_01.mp4
LT0003_15,167,1.9318,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00167_01.mp4
LT0003_15,138,2.1143,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00138_01.mp4
LT0003_15,13,2.3412,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00013_01.mp4
LT0003_15,300,2.1270,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00300_01.mp4
LT0003_15,74,2.0875,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00074_01.mp4
LT0003_15,283,2.7778,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00283_01.mp4
LT0003_15,36,2.3103,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00036_01.mp4
LT0003_15,70,2.8228,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00070_01.mp4
LT0003_15,294,2.4419,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00294_01.mp4
LT0003_15,230,2.8163,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00230_01.mp4
LT0003_15,357,2.0000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00357_01.mp4
LT0003_15,143,2.5571,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00143_01.mp4
LT0003_15,259,2.7097,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00259_01.mp4
LT0003_15,206,3.0800,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00206_01.mp4
LT0003_15,190,2.0200,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00190_01.mp4
LT0003_15,53,1.7576,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00053_01.mp4
LT0003_15,217,2.5397,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00217_01.mp4
LT0003_15,15,2.4500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00015_01.mp4
LT0003_15,24,2.5412,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00024_01.mp4
LT0003_15,54,2.2281,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00054_01.mp4
LT0003_15,203,2.7015,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00203_01.mp4
LT0003_15,319,2.1944,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00319_01.mp4
LT0003_15,255,1.9825,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00255_01.mp4
LT0003_15,148,2.2157,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00148_01.mp4
LT0003_15,330,2.2941,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00330_01.mp4
LT0003_15,111,1.8000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00111_01.mp4
LT0003_15,304,2.1556,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00304_01.mp4
LT0003_15,213,1.8039,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00213_01.mp4
LT0003_15,334,1.7167,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00334_01.mp4
LT0003_15,286,2.1765,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00286_01.mp4
LT0003_15,374,2.8060,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00374_01.mp4
LT0003_15,244,2.2979,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00244_01.mp4
LT0003_15,21,3.4500,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00021_01.mp4
LT0003_15,226,2.5714,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00226_01.mp4
LT0003_15,98,3.0517,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00098_01.mp4
LT0003_15,276,2.6379,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00276_01.mp4
LT0003_15,249,2.4737,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00249_01.mp4
LT0003_15,297,1.9714,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00297_01.mp4
LT0003_15,359,3.3134,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00359_01.mp4
LT0003_15,51,3.3377,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00051_01.mp4
LT0003_15,47,2.6757,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00047_01.mp4
LT0003_15,126,1.6949,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00126_01.mp4
LT0003_15,152,2.7647,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00152_01.mp4
LT0003_15,178,1.9753,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00178_01.mp4
LT0003_15,65,2.0189,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00065_01.mp4
LT0003_15,142,2.2400,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00142_01.mp4
LT0003_15,81,1.8696,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00081_01.mp4
LT0003_15,180,2.5510,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00180_01.mp4
LT0003_15,160,2.3800,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00160_01.mp4
LT0003_15,193,2.9138,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00193_01.mp4
LT0003_15,94,2.2462,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00094_01.mp4
LT0003_15,109,2.7045,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00109_01.mp4
LT0003_15,59,3.0667,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00059_01.mp4
LT0003_15,136,2.5424,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00136_01.mp4
LT0003_15,335,2.2466,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00335_01.mp4
LT0003_15,287,1.7193,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00287_01.mp4
LT0003_15,10,2.2941,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00010_01.mp4
LT0003_15,343,2.8529,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00343_01.mp4
LT0003_15,327,2.4255,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00327_01.mp4
LT0003_15,224,2.4483,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00224_01.mp4
LT0003_15,296,2.7273,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00296_01.mp4
LT0003_15,67,2.1800,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00067_01.mp4
LT0003_15,346,1.9744,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00346_01.mp4
LT0003_15,134,3.1639,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00134_01.mp4
LT0003_15,382,2.2597,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00382_01.mp4
LT0003_15,46,2.8000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00046_01.mp4
LT0003_15,289,2.1538,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00289_01.mp4
LT0003_15,324,2.5088,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00324_01.mp4
LT0003_15,132,2.2955,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00132_01.mp4
LT0003_15,354,2.5135,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00354_01.mp4
LT0003_15,22,2.2051,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00022_01.mp4
LT0003_15,181,2.3833,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00181_01.mp4
LT0003_15,293,2.5000,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00293_01.mp4
LT0003_15,301,1.7826,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00301_01.mp4
LT0003_15,191,1.6885,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00191_01.mp4
LT0003_15,307,2.6875,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00307_01.mp4
LT0003_15,364,2.7288,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00364_01.mp4
LT0003_15,170,2.7231,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_15/00170_01.mp4
