plate,well_number,well,cell_death_label,migration_speed_label,proliferation_label,cell_death_score,migration_speed_score,proliferation_score,extreme_count,video_path,video_filename,ch5_path,technical_prompt,visual_prompt,proliferation_score_normalized,migration_speed_score_normalized,cell_death_score_normalized
LT0003_40,21,A21,LOW,HIGH,HIGH,-0.004742,1.269188,1.674031,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00021_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00021_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00021_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and rarely disappear due to cell death.",0.7643987216672951,0.33438494701082433,0.024435229021533545
LT0003_40,23,A23,MED,HIGH,LOW,0.006846,1.010092,-0.928533,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00023_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00023_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00023_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and occasionally disappear due to cell death.",0.33926292658734697,0.30681084459044905,0.03804847103603022
LT0003_40,31,B7,LOW,HIGH,HIGH,-0.004742,1.263714,0.674031,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00031_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00031_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00031_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and rarely disappear due to cell death.",0.6010460451990322,0.33380238056190525,0.024435229021533545
LT0003_40,32,B8,LOW,HIGH,MED,-0.005442,1.346347,0.451809,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00032_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0003_40-00032_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00032_01.ch5,"HeLa time-lapse with MEDIUM proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move rapidly, and rarely disappear due to cell death.",0.5647454867289018,0.3425965371884177,0.02361288958330886
LT0003_40,36,B12,MED,HIGH,HIGH,0.006199,1.857931,0.740698,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00036_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00036_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00036_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and occasionally disappear due to cell death.",0.6119362780811418,0.3970414904591175,0.037288394440985397
LT0003_40,40,B16,LOW,HIGH,HIGH,-0.004953,1.320761,2.235007,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00040_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00040_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00040_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and rarely disappear due to cell death.",0.8560356527017551,0.339873565839853,0.024187352419440106
LT0003_40,42,B18,HIGH,MED,LOW,0.049409,0.205473,-0.705279,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00042_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0003_40-00042_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00042_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.3757320650195925,0.22117985563122206,0.08805023319196928
LT0003_40,43,B19,MED,LOW,LOW,0.013826,-0.459817,-0.85538,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00043_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0003_40-00043_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00043_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and occasionally disappear due to cell death.",0.35121266492902975,0.15037685365800968,0.04624837000575638
LT0003_40,44,B20,LOW,LOW,MED,-0.002113,-0.463362,0.224031,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00044_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00044_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00044_01.ch5,"HeLa time-lapse with MEDIUM proliferation, SLOW migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move slowly, and rarely disappear due to cell death.",0.5275373407883138,0.14999957962413715,0.027523700997380263
LT0003_40,45,B21,MED,HIGH,LOW,0.037932,1.289986,-0.897397,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00045_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00045_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00045_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and occasionally disappear due to cell death.",0.3443490755218628,0.33659835895905577,0.07456739071696253
LT0003_40,47,B23,LOW,MED,HIGH,-0.00359,0.555976,1.001618,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00047_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00047_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00047_01.ch5,"HeLa time-lapse with HIGH proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move moderately, and rarely disappear due to cell death.",0.6545582584252408,0.2584818812149778,0.025788564782726175
LT0003_40,50,C2,LOW,MED,HIGH,-0.002726,0.112446,1.289416,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00050_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00050_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00050_01.ch5,"HeLa time-lapse with HIGH proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move moderately, and rarely disappear due to cell death.",0.7015708320074541,0.2112795251519393,0.026803566603620644
LT0003_40,55,C7,LOW,HIGH,MED,-0.004742,2.197769,0.556384,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00055_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0003_40-00055_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00055_01.ch5,"HeLa time-lapse with MEDIUM proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move rapidly, and rarely disappear due to cell death.",0.5818280928705704,0.43320850121318344,0.024435229021533545
LT0003_40,56,C8,MED,HIGH,HIGH,0.00537,1.289568,1.034031,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00056_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00056_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00056_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and occasionally disappear due to cell death.",0.6598530087276067,0.33655387361458217,0.036314509592002164
LT0003_40,72,C24,LOW,HIGH,HIGH,-0.004705,1.453395,0.904801,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00072_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00072_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00072_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and rarely disappear due to cell death.",0.6387429423476131,0.3539890423444075,0.02447869553469685
LT0003_40,74,D2,LOW,LOW,MED,-0.005469,-0.167387,-0.352284,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00074_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00074_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00074_01.ch5,"HeLa time-lapse with MEDIUM proliferation, SLOW migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move slowly, and rarely disappear due to cell death.",0.4333947430495069,0.18149850266374626,0.02358117077640591
LT0003_40,75,D3,MED,LOW,HIGH,0.008203,-0.437822,1.085796,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00075_01-cd-MED_ms-LOW_pr-HIGH.mp4,LT0003_40-00075_01-cd-MED_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00075_01.ch5,"HeLa time-lapse with HIGH proliferation, SLOW migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move slowly, and occasionally disappear due to cell death.",0.6683089600249864,0.1527176554563244,0.03964263477556007
LT0003_40,78,D6,LOW,MED,LOW,-0.006275,0.666512,-0.770413,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00078_01-cd-LOW_ms-MED_pr-LOW.mp4,LT0003_40-00078_01-cd-LOW_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00078_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and rarely disappear due to cell death.",0.36509225179050864,0.27024559422150274,0.022634305651821483
LT0003_40,80,D8,LOW,LOW,MED,-0.006311,-0.201029,-0.125969,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00080_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00080_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00080_01.ch5,"HeLa time-lapse with MEDIUM proliferation, SLOW migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move slowly, and rarely disappear due to cell death.",0.47036390402442185,0.17791817740350963,0.02259201390928421
LT0003_40,83,D11,LOW,HIGH,HIGH,-0.002838,2.159552,1.280092,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00083_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00083_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00083_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and rarely disappear due to cell death.",0.7000477316520639,0.42914128492192666,0.026671992293504695
LT0003_40,85,D13,LOW,MED,HIGH,-0.006025,0.159295,0.85713,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00085_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00085_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00085_01.ch5,"HeLa time-lapse with HIGH proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move moderately, and rarely disappear due to cell death.",0.6309557569076946,0.2162653957338555,0.0229279983083303
LT0003_40,88,D16,LOW,MED,HIGH,-0.004491,0.709617,1.340698,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00088_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00088_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00088_01.ch5,"HeLa time-lapse with HIGH proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move moderately, and rarely disappear due to cell death.",0.7099478839620995,0.27483301234000046,0.0247300964486684
LT0003_40,89,D17,MED,HIGH,HIGH,0.00884,1.42743,0.951809,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00089_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00089_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00089_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and occasionally disappear due to cell death.",0.6464218249630332,0.3512257361978631,0.04039096366434453
LT0003_40,106,E10,LOW,MED,HIGH,-0.002777,0.681588,0.852603,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00106_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00106_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00106_01.ch5,"HeLa time-lapse with HIGH proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move moderately, and rarely disappear due to cell death.",0.6302162593413227,0.2718500465020844,0.026743653301692847
LT0003_40,109,E13,LOW,MED,HIGH,-0.00497,0.045674,0.758777,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00109_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00109_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00109_01.ch5,"HeLa time-lapse with HIGH proliferation, MEDIUM migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move moderately, and rarely disappear due to cell death.",0.6148895311190116,0.2041733638572327,0.024167381318797507
LT0003_40,110,E14,MED,HIGH,HIGH,0.002526,1.441216,1.016137,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00110_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00110_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00110_01.ch5,"HeLa time-lapse with HIGH proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move rapidly, and occasionally disappear due to cell death.",0.6569299759348838,0.3526929011713375,0.03297346193155787
LT0003_40,111,E15,HIGH,HIGH,MED,0.055031,2.702641,-0.575969,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00111_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0003_40-00111_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00111_01.ch5,"HeLa time-lapse with MEDIUM proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move rapidly, and frequently disappear due to cell death.",0.3968551996137036,0.48693913478984885,0.09465479365153953
LT0003_40,112,E16,MED,HIGH,LOW,0.040174,3.301455,-0.888469,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00112_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00112_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00112_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and occasionally disappear due to cell death.",0.34580748821737145,0.5506674770520009,0.07720122646053358
LT0003_40,120,E24,LOW,LOW,HIGH,-0.005261,-0.140503,0.896254,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00120_01-cd-LOW_ms-LOW_pr-HIGH.mp4,LT0003_40-00120_01-cd-LOW_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00120_01.ch5,"HeLa time-lapse with HIGH proliferation, SLOW migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells divide often, move slowly, and rarely disappear due to cell death.",0.6373467670218389,0.1843596127135709,0.023825523066621244
LT0003_40,128,F8,HIGH,MED,LOW,0.05201,0.040276,-0.784302,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00128_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0003_40-00128_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00128_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.3628234464670409,0.20359888565276338,0.091105811590287
LT0003_40,134,F14,HIGH,HIGH,MED,0.055715,1.400857,0.303661,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00134_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0003_40-00134_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00134_01.ch5,"HeLa time-lapse with MEDIUM proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move rapidly, and frequently disappear due to cell death.",0.5405451144154816,0.34839772409572095,0.09545833675974766
LT0003_40,136,F16,HIGH,HIGH,LOW,0.049273,2.279205,-0.749045,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00136_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0003_40-00136_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00136_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.3685827717812825,0.4418752679896126,0.08789046438682847
