Plate,Well,Plate_Well,well_number,cell_death,migration_speed,proliferation,Has Phenotype,cell_death_label,migration_speed_label,proliferation_label,extreme_count
LT0001_12,H14,LT0001_12_H14,182,-0.003257,1.194092,0.545,,LOW,HIGH,MED,2
LT0001_12,H15,LT0001_12_H15,183,-0.003685,0.941202,0.030338,,LOW,HIGH,MED,2
LT0001_12,H16,LT0001_12_H16,184,0.050599,0.694407,-0.827894,,HIGH,MED,LOW,2
LT0001_12,H20,LT0001_12_H20,188,-0.004589,-0.225981,0.228027,,LOW,LOW,MED,2
LT0001_12,H24,LT0001_12_H24,192,-0.002464,-0.252256,-0.409624,,LOW,LOW,MED,2
LT0001_12,I13,LT0001_12_I13,205,-0.001665,1.294807,-0.187452,,LOW,HIGH,MED,2
LT0001_12,I20,LT0001_12_I20,212,-0.008605,0.108462,0.754343,,LOW,MED,HIGH,2
LT0001_12,I22,LT0001_12_I22,214,-0.005943,1.318967,0.736799,,LOW,HIGH,HIGH,3
LT0001_12,J11,LT0001_12_J11,227,-0.002709,0.564851,0.672106,,LOW,MED,HIGH,2
LT0001_12,J18,LT0001_12_J18,234,-0.008487,-0.077343,0.445813,,LOW,LOW,MED,2
LT0001_12,J19,LT0001_12_J19,235,0.004151,-0.35198,0.67356,,MED,LOW,HIGH,2
LT0001_12,J24,LT0001_12_J24,240,-0.008536,1.923252,0.335797,,LOW,HIGH,MED,2
LT0001_12,K2,LT0001_12_K2,242,-0.002639,-0.1458,0.400423,,LOW,LOW,MED,2
LT0001_12,K3,LT0001_12_K3,243,-0.006876,0.385508,0.616363,,LOW,MED,HIGH,2
LT0001_12,K6,LT0001_12_K6,246,-0.005728,-0.107745,0.740559,,LOW,LOW,HIGH,3
LT0001_12,K17,LT0001_12_K17,257,-0.006461,0.903399,-0.268599,,LOW,HIGH,MED,2
LT0001_12,K24,LT0001_12_K24,264,-0.007205,-0.237881,0.054728,,LOW,LOW,MED,2
LT0001_12,L3,LT0001_12_L3,267,-0.005498,-0.23146,-0.054679,,LOW,LOW,MED,2
LT0001_12,L5,LT0001_12_L5,269,-0.003957,0.080377,0.637384,,LOW,MED,HIGH,2
LT0001_12,L6,LT0001_12_L6,270,-0.006597,-0.268441,0.737157,,LOW,LOW,HIGH,3
LT0001_12,L8,LT0001_12_L8,272,-0.007644,-0.415463,-0.245657,,LOW,LOW,MED,2
LT0001_12,L17,LT0001_12_L17,281,-0.00839,-0.305789,0.152289,,LOW,LOW,MED,2
LT0001_12,L20,LT0001_12_L20,284,-0.007243,-0.237728,0.573892,,LOW,LOW,MED,2
LT0001_12,L22,LT0001_12_L22,286,0.078972,0.529966,-0.676108,,HIGH,MED,LOW,2
LT0001_12,M2,LT0001_12_M2,290,0.517898,-0.830283,-1.60551,,HIGH,LOW,LOW,3
LT0001_12,M8,LT0001_12_M8,296,0.08094,-0.090897,-0.568965,yes,HIGH,LOW,MED,2
LT0001_12,M11,LT0001_12_M11,299,-0.003872,0.367624,1.252464,,LOW,MED,HIGH,2
LT0001_12,M12,LT0001_12_M12,300,-0.009116,0.909458,0.413453,,LOW,HIGH,MED,2
LT0001_12,M13,LT0001_12_M13,301,0.591612,0.729014,-1.247536,,HIGH,MED,LOW,2
LT0001_12,M20,LT0001_12_M20,308,-0.008136,1.67424,-0.540394,,LOW,HIGH,MED,2
LT0001_12,M22,LT0001_12_M22,310,0.104004,-0.085151,-0.854679,,HIGH,LOW,LOW,3
LT0001_12,M23,LT0001_12_M23,311,-0.009087,-0.261012,-0.481857,,LOW,LOW,MED,2
LT0001_12,N3,LT0001_12_N3,315,0.022095,-0.130261,-0.687563,,MED,LOW,LOW,2
LT0001_12,N17,LT0001_12_N17,329,0.056118,1.672668,-0.706431,,HIGH,HIGH,LOW,3
LT0001_12,O2,LT0001_12_O2,338,0.200059,-0.067665,-1.129158,,HIGH,MED,LOW,2
LT0001_12,O13,LT0001_12_O13,349,0.364678,-0.055165,-1.102894,,HIGH,MED,LOW,2
LT0001_12,O15,LT0001_12_O15,351,-0.00474,-0.176958,0.016469,,LOW,LOW,MED,2
LT0001_12,O18,LT0001_12_O18,354,-0.008609,-0.232699,0.259606,,LOW,LOW,MED,2
LT0001_12,O22,LT0001_12_O22,358,-0.002598,0.995917,0.002464,,LOW,HIGH,MED,2
LT0001_12,P1,LT0001_12_P1,361,-0.008622,-0.277008,-0.236284,,LOW,LOW,MED,2
LT0001_12,P2,LT0001_12_P2,362,-0.00745,-0.12931,0.152536,,LOW,LOW,MED,2
LT0001_12,P4,LT0001_12_P4,364,-0.007117,1.329657,0.170286,,LOW,HIGH,MED,2
LT0001_12,P6,LT0001_12_P6,366,-0.001512,-0.217634,-0.020828,,LOW,LOW,MED,2
LT0001_12,P14,LT0001_12_P14,374,-0.006102,0.944869,0.298631,,LOW,HIGH,MED,2
LT0001_12,P15,LT0001_12_P15,375,-0.00455,-0.233341,0.188178,,LOW,LOW,MED,2
LT0001_12,P18,LT0001_12_P18,378,-0.003133,-0.422468,-0.155545,,LOW,LOW,MED,2
LT0001_12,P19,LT0001_12_P19,379,-0.008103,-0.152432,0.01178,,LOW,LOW,MED,2
LT0001_12,P20,LT0001_12_P20,380,-0.007064,-0.323231,0.628837,,LOW,LOW,HIGH,3
LT0001_12,P24,LT0001_12_P24,384,-0.001949,-0.236757,0.062996,,LOW,LOW,MED,2
LT0002_02,A22,LT0002_02_A22,22,0.053708,-0.13689,-0.368076,yes,HIGH,LOW,MED,2
LT0002_02,B9,LT0002_02_B9,33,0.015912,-0.106549,-0.958562,,MED,LOW,LOW,2
LT0002_02,C11,LT0002_02_C11,59,0.037766,-0.43652,-0.732738,,MED,LOW,LOW,2
LT0002_02,D12,LT0002_02_D12,84,0.196338,-0.342201,-1.309524,,HIGH,LOW,LOW,3
LT0002_02,D23,LT0002_02_D23,95,0.009356,1.416883,-0.982738,,MED,HIGH,LOW,2
LT0002_02,D24,LT0002_02_D24,96,0.022282,-0.117342,-0.994054,,MED,LOW,LOW,2
LT0002_02,G9,LT0002_02_G9,153,0.060535,-0.084463,-1.054167,,HIGH,LOW,LOW,3
LT0002_02,G12,LT0002_02_G12,156,0.015061,0.917138,-0.826653,,MED,HIGH,LOW,2
LT0002_02,G17,LT0002_02_G17,161,0.004878,-0.212452,-0.726009,,MED,LOW,LOW,2
LT0002_02,H5,LT0002_02_H5,173,0.002842,-0.213012,0.627301,,MED,LOW,HIGH,2
LT0002_02,H23,LT0002_02_H23,191,0.081434,0.742129,-1.228669,,HIGH,MED,LOW,2
LT0002_02,I12,LT0002_02_I12,204,0.014085,-0.13051,-0.697024,,MED,LOW,LOW,2
LT0002_02,I20,LT0002_02_I20,212,0.013939,1.435212,0.63631,,MED,HIGH,HIGH,2
LT0002_02,J3,LT0002_02_J3,219,0.02581,-0.404505,-0.960182,yes,MED,LOW,LOW,2
LT0002_02,J11,LT0002_02_J11,227,0.028374,-0.1014,-0.724802,,MED,LOW,LOW,2
LT0002_02,J17,LT0002_02_J17,233,-0.002876,-0.074235,0.001089,,LOW,LOW,MED,2
LT0002_02,K6,LT0002_02_K6,246,0.054541,0.23989,-1.065445,,HIGH,MED,LOW,2
LT0002_02,K20,LT0002_02_K20,260,0.044648,-0.136708,-0.99332,,MED,LOW,LOW,2
LT0002_02,L22,LT0002_02_L22,286,0.050885,-0.459104,-1.043178,,HIGH,LOW,LOW,3
LT0002_02,M2,LT0002_02_M2,290,0.052965,0.718922,-0.767199,,HIGH,MED,LOW,2
LT0002_02,M4,LT0002_02_M4,292,-0.003676,-0.119258,0.43934,,LOW,LOW,MED,2
LT0002_02,M8,LT0002_02_M8,296,0.008242,1.801789,0.945833,,MED,HIGH,HIGH,2
LT0002_02,M13,LT0002_02_M13,301,0.06565,0.100896,-0.739577,,HIGH,MED,LOW,2
LT0002_02,N9,LT0002_02_N9,321,0.053151,1.074562,-0.749655,,HIGH,HIGH,LOW,3
LT0002_02,N19,LT0002_02_N19,331,0.019002,-0.573371,-1.067394,yes,MED,LOW,LOW,2
LT0002_02,N20,LT0002_02_N20,332,0.014039,-0.759922,-1.497024,,MED,LOW,LOW,2
LT0002_02,O2,LT0002_02_O2,338,0.19849,-0.005918,-1.168452,,HIGH,MED,LOW,2
LT0002_02,O4,LT0002_02_O4,340,0.136556,0.761976,-0.84596,,HIGH,MED,LOW,2
LT0002_02,O7,LT0002_02_O7,343,0.061903,-0.130296,-0.843365,,HIGH,LOW,LOW,3
LT0002_02,O10,LT0002_02_O10,346,0.056039,-0.10163,-0.270553,,HIGH,LOW,MED,2
LT0002_02,O13,LT0002_02_O13,349,0.562366,-0.409521,-2.062877,,HIGH,LOW,LOW,3
LT0002_02,O20,LT0002_02_O20,356,0.018636,-0.120687,-0.725595,yes,MED,LOW,LOW,2
LT0002_02,O24,LT0002_02_O24,360,0.051824,-0.436046,-1.134524,,HIGH,LOW,LOW,3
LT0002_02,P3,LT0002_02_P3,363,0.088292,-0.360924,-0.872462,,HIGH,LOW,LOW,3
LT0002_02,P8,LT0002_02_P8,368,-0.002037,0.026338,-0.78398,,LOW,MED,LOW,2
LT0002_02,P9,LT0002_02_P9,369,0.079381,-0.457897,-1.153546,,HIGH,LOW,LOW,3
LT0002_02,P10,LT0002_02_P10,370,0.042823,-0.168518,-0.729282,,MED,LOW,LOW,2
LT0002_02,P11,LT0002_02_P11,371,0.01428,-0.430452,-0.870101,,MED,LOW,LOW,2
LT0002_02,P19,LT0002_02_P19,379,0.028873,-0.538279,-1.312408,yes,MED,LOW,LOW,2
LT0002_02,P20,LT0002_02_P20,380,0.00955,-0.160181,-0.755847,,MED,LOW,LOW,2
LT0002_02,P21,LT0002_02_P21,381,0.057559,-0.827453,-1.170708,,HIGH,LOW,LOW,3
LT0002_02,P22,LT0002_02_P22,382,0.133938,-0.053824,-0.942638,,HIGH,MED,LOW,2
LT0002_02,P24,LT0002_02_P24,384,0.15555,0.141054,-0.964629,,HIGH,MED,LOW,2
LT0002_24,B3,LT0002_24_B3,27,0.024101,-0.091274,-0.753274,,MED,LOW,LOW,2
LT0002_24,C16,LT0002_24_C16,64,0.002411,-0.146515,0.712153,,MED,LOW,HIGH,2
LT0002_24,D7,LT0002_24_D7,79,0.024421,-0.110755,1.096817,,MED,LOW,HIGH,2
LT0002_24,D12,LT0002_24_D12,84,0.058567,-0.400635,-0.697915,,HIGH,LOW,LOW,3
LT0002_24,E22,LT0002_24_E22,118,0.024379,-0.329374,-0.752533,,MED,LOW,LOW,2
LT0002_24,F22,LT0002_24_F22,142,0.011319,-0.401984,-0.721479,,MED,LOW,LOW,2
LT0002_24,G5,LT0002_24_G5,149,0.156913,0.35337,-0.790375,,HIGH,MED,LOW,2
LT0002_24,H5,LT0002_24_H5,173,0.001607,-0.284196,0.882917,,MED,LOW,HIGH,2
LT0002_24,H8,LT0002_24_H8,176,0.097486,1.313545,1.104766,,HIGH,HIGH,HIGH,3
LT0002_24,H19,LT0002_24_H19,187,0.021445,1.061872,0.806726,,MED,HIGH,HIGH,2
LT0002_24,H22,LT0002_24_H22,190,0.145322,-0.021021,-0.750849,,HIGH,MED,LOW,2
LT0002_24,H23,LT0002_24_H23,191,0.047626,1.460726,-0.65994,,HIGH,HIGH,MED,2
LT0002_24,H24,LT0002_24_H24,192,0.070794,0.369714,-1.202797,yes,HIGH,MED,LOW,2
LT0002_24,I11,LT0002_24_I11,203,0.056367,-0.078299,-0.61994,,HIGH,LOW,MED,2
LT0002_24,J4,LT0002_24_J4,220,0.007849,-0.577743,-1.01994,,MED,LOW,LOW,2
LT0002_24,J6,LT0002_24_J6,222,0.007845,-0.112986,0.878521,,MED,LOW,HIGH,2
LT0002_24,K19,LT0002_24_K19,259,0.079664,0.169622,-0.85994,,HIGH,MED,LOW,2
LT0002_24,K20,LT0002_24_K20,260,0.047424,-0.147651,-0.65994,,HIGH,LOW,MED,2
LT0002_24,K24,LT0002_24_K24,264,0.028902,-0.367563,-0.699156,,MED,LOW,LOW,2
LT0002_24,L6,LT0002_24_L6,270,-0.001486,-0.173434,-0.80994,yes,LOW,LOW,LOW,3
LT0002_24,L8,LT0002_24_L8,272,0.046607,-0.544815,-0.341758,,HIGH,LOW,MED,2
LT0002_24,L10,LT0002_24_L10,274,0.048903,-0.320646,-0.191855,,HIGH,LOW,MED,2
LT0002_24,L11,LT0002_24_L11,275,0.061706,-0.499044,-0.548829,,HIGH,LOW,MED,2
LT0002_24,L19,LT0002_24_L19,283,0.129355,0.359367,0.655849,,HIGH,MED,HIGH,2
LT0002_24,M2,LT0002_24_M2,290,0.093112,0.18526,-1.437718,,HIGH,MED,LOW,2
LT0002_24,M11,LT0002_24_M11,299,0.080047,0.870527,-1.05994,yes,HIGH,MED,LOW,2
LT0002_24,M13,LT0002_24_M13,301,0.337304,-0.123169,-1.296304,,HIGH,LOW,LOW,3
LT0002_24,M19,LT0002_24_M19,307,0.047977,0.640423,-0.802797,,HIGH,MED,LOW,2
LT0002_24,M22,LT0002_24_M22,310,0.047205,1.053943,-0.62869,,HIGH,HIGH,MED,2
LT0002_24,N4,LT0002_24_N4,316,0.051844,0.509658,0.629533,,HIGH,MED,HIGH,2
LT0002_24,N5,LT0002_24_N5,317,0.070408,1.031186,-0.89994,,HIGH,HIGH,LOW,3
LT0002_24,N7,LT0002_24_N7,319,-0.001486,-0.229021,-0.65994,,LOW,LOW,MED,2
LT0002_24,N11,LT0002_24_N11,323,0.054266,0.881638,-0.745047,,HIGH,MED,LOW,2
LT0002_24,N15,LT0002_24_N15,327,0.060775,2.266333,0.09006,,HIGH,HIGH,MED,2
LT0002_24,N16,LT0002_24_N16,328,0.16007,0.54059,-0.993274,,HIGH,MED,LOW,2
LT0002_24,N20,LT0002_24_N20,332,0.111599,-0.222099,-1.65994,,HIGH,LOW,LOW,3
LT0002_24,O2,LT0002_24_O2,338,0.171039,0.465887,-0.876156,,HIGH,MED,LOW,2
LT0002_24,O4,LT0002_24_O4,340,0.075715,1.625847,-0.677484,,HIGH,HIGH,LOW,3
LT0002_24,O10,LT0002_24_O10,346,0.076274,0.310012,-0.833853,,HIGH,MED,LOW,2
LT0002_24,O13,LT0002_24_O13,349,0.357265,0.0296,-1.838512,,HIGH,MED,LOW,2
LT0002_24,O24,LT0002_24_O24,360,0.039898,-0.41218,-0.695028,,MED,LOW,LOW,2
LT0002_24,P3,LT0002_24_P3,363,0.068762,-0.18594,0.10006,,HIGH,LOW,MED,2
LT0002_24,P6,LT0002_24_P6,366,0.002574,-0.076998,0.709625,,MED,LOW,HIGH,2
LT0002_24,P7,LT0002_24_P7,367,0.014118,-0.130556,-1.055289,yes,MED,LOW,LOW,2
LT0002_24,P8,LT0002_24_P8,368,0.050091,-0.143734,-1.312114,,HIGH,LOW,LOW,3
LT0002_24,P9,LT0002_24_P9,369,0.046522,-0.414654,-0.42244,,HIGH,LOW,MED,2
LT0002_24,P12,LT0002_24_P12,372,0.066332,-0.080905,-0.136131,,HIGH,LOW,MED,2
LT0002_24,P18,LT0002_24_P18,378,0.003867,-0.182969,0.967967,,MED,LOW,HIGH,2
LT0002_24,P22,LT0002_24_P22,382,0.03739,-0.157675,0.859291,,MED,LOW,HIGH,2
LT0002_51,A8,LT0002_51_A8,8,-0.002877,-0.081342,0.809331,,LOW,LOW,HIGH,3
LT0002_51,A18,LT0002_51_A18,18,0.046823,-0.217747,-0.230217,,HIGH,LOW,MED,2
LT0002_51,A24,LT0002_51_A24,24,0.059079,0.036336,-0.927187,,HIGH,MED,LOW,2
LT0002_51,B12,LT0002_51_B12,36,0.056837,-0.406391,-0.80105,yes,HIGH,LOW,LOW,3
LT0002_51,C1,LT0002_51_C1,49,0.026756,1.900979,-0.828857,,MED,HIGH,LOW,2
LT0002_51,C10,LT0002_51_C10,58,-0.001824,0.505051,1.348214,yes,LOW,MED,HIGH,2
LT0002_51,D4,LT0002_51_D4,76,-0.002344,0.144201,0.701756,,LOW,MED,HIGH,2
LT0002_51,D21,LT0002_51_D21,93,-0.003236,0.583468,1.051834,,LOW,MED,HIGH,2
LT0002_51,H3,LT0002_51_H3,171,0.066551,1.033878,0.059091,,HIGH,HIGH,MED,2
LT0002_51,J2,LT0002_51_J2,218,-0.001632,-0.165535,-0.280532,,LOW,LOW,MED,2
LT0002_51,J3,LT0002_51_J3,219,0.064704,-0.065709,-0.79432,yes,HIGH,MED,LOW,2
LT0002_51,J18,LT0002_51_J18,234,0.011503,-0.149508,0.958838,,MED,LOW,HIGH,2
LT0002_51,K5,LT0002_51_K5,245,0.003119,-0.092555,0.97395,,MED,LOW,HIGH,2
LT0002_51,K14,LT0002_51_K14,254,0.048102,0.937703,0.347164,,HIGH,HIGH,MED,2
LT0002_51,K20,LT0002_51_K20,260,0.049438,0.014593,-0.940909,,HIGH,MED,LOW,2
LT0002_51,N20,LT0002_51_N20,332,0.046616,-0.191647,-0.985425,,HIGH,LOW,LOW,3
LT0002_51,N21,LT0002_51_N21,333,-0.002182,0.335286,0.887154,,LOW,MED,HIGH,2
LT0002_51,O9,LT0002_51_O9,345,-0.001194,1.208703,0.702505,,MED,HIGH,HIGH,2
LT0002_51,P3,LT0002_51_P3,363,0.12199,0.050984,-0.892318,,HIGH,MED,LOW,2
LT0002_51,P7,LT0002_51_P7,367,-0.00346,-0.083299,0.166608,yes,LOW,LOW,MED,2
LT0002_51,P19,LT0002_51_P19,379,0.012347,-0.081954,-0.846884,yes,MED,LOW,LOW,2
LT0003_02,A1,LT0003_02_A1,1,0.095404,1.042673,0.065153,,HIGH,HIGH,MED,2
LT0003_02,A3,LT0003_02_A3,3,-0.002649,1.043098,0.88362,,LOW,HIGH,HIGH,3
LT0003_02,A6,LT0003_02_A6,6,-0.004032,0.516102,0.843579,,LOW,MED,HIGH,2
LT0003_02,A7,LT0003_02_A7,7,-0.004612,0.419442,0.673115,,LOW,MED,HIGH,2
LT0003_02,A10,LT0003_02_A10,10,-0.001577,0.428664,0.738131,,LOW,MED,HIGH,2
LT0003_02,A11,LT0003_02_A11,11,-0.005007,0.666032,1.040762,,LOW,MED,HIGH,2
LT0003_02,A12,LT0003_02_A12,12,-0.002246,0.058206,0.894421,,LOW,MED,HIGH,2
LT0003_02,A13,LT0003_02_A13,13,-0.003475,0.427079,0.784006,,LOW,MED,HIGH,2
LT0003_02,A14,LT0003_02_A14,14,-0.006699,0.408748,0.790762,,LOW,MED,HIGH,2
LT0003_02,A16,LT0003_02_A16,16,-0.002244,0.728795,0.832429,,LOW,MED,HIGH,2
LT0003_02,A17,LT0003_02_A17,17,-0.003075,0.397692,0.665762,,LOW,MED,HIGH,2
LT0003_02,A18,LT0003_02_A18,18,-0.003947,0.626629,0.624096,,LOW,MED,HIGH,2
LT0003_02,A19,LT0003_02_A19,19,-0.004674,1.097637,0.874096,,LOW,HIGH,HIGH,3
LT0003_02,A20,LT0003_02_A20,20,-0.009097,0.86271,0.956425,,LOW,MED,HIGH,2
LT0003_02,A21,LT0003_02_A21,21,-0.004583,1.247116,0.68849,,LOW,HIGH,HIGH,3
LT0003_02,A23,LT0003_02_A23,23,-0.007098,1.550853,0.249718,,LOW,HIGH,MED,2
LT0003_02,B3,LT0003_02_B3,27,-0.003482,0.683359,0.74289,,LOW,MED,HIGH,2
LT0003_02,B7,LT0003_02_B7,31,-0.005513,0.982575,0.286916,,LOW,HIGH,MED,2
LT0003_02,B8,LT0003_02_B8,32,-0.002376,0.909808,0.720008,,LOW,HIGH,HIGH,3
LT0003_02,B9,LT0003_02_B9,33,-0.004995,1.460085,0.297173,,LOW,HIGH,MED,2
LT0003_02,B10,LT0003_02_B10,34,-0.006733,0.169868,1.112191,yes,LOW,MED,HIGH,2
LT0003_02,B11,LT0003_02_B11,35,0.003849,-0.107651,0.712894,yes,MED,LOW,HIGH,2
LT0003_02,B12,LT0003_02_B12,36,-0.005767,1.36337,1.304651,yes,LOW,HIGH,HIGH,3
LT0003_02,B17,LT0003_02_B17,41,-0.008045,1.322746,0.198657,,LOW,HIGH,MED,2
LT0003_02,B20,LT0003_02_B20,44,-0.004958,0.020619,0.711815,,LOW,MED,HIGH,2
LT0003_02,B24,LT0003_02_B24,48,0.002812,1.526649,1.244152,,MED,HIGH,HIGH,2
LT0003_02,C4,LT0003_02_C4,52,0.121691,1.010045,-0.682642,,HIGH,HIGH,LOW,3
LT0003_02,C8,LT0003_02_C8,56,-0.004019,0.649891,0.831807,,LOW,MED,HIGH,2
LT0003_02,C18,LT0003_02_C18,66,0.00556,1.172696,0.984159,yes,MED,HIGH,HIGH,2
LT0003_02,C20,LT0003_02_C20,68,-0.005021,-0.047954,0.840762,,LOW,MED,HIGH,2
