plate,well_number,well,cell_death_label,migration_speed_label,proliferation_label,extreme_count,video_path,video_filename,ch5_path
LT0003_40,21,A21,LOW,HIGH,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00021_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00021_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00021_01.ch5
LT0003_40,23,A23,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00023_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00023_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00023_01.ch5
LT0003_40,31,B7,LOW,HIGH,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00031_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00031_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00031_01.ch5
LT0003_40,32,B8,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00032_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0003_40-00032_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00032_01.ch5
LT0003_40,36,B12,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00036_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00036_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00036_01.ch5
LT0003_40,40,B16,LOW,HIGH,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00040_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00040_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00040_01.ch5
LT0003_40,42,B18,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00042_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0003_40-00042_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00042_01.ch5
LT0003_40,43,B19,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00043_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0003_40-00043_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00043_01.ch5
LT0003_40,44,B20,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00044_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00044_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00044_01.ch5
LT0003_40,45,B21,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00045_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00045_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00045_01.ch5
LT0003_40,47,B23,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00047_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00047_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00047_01.ch5
LT0003_40,50,C2,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00050_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00050_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00050_01.ch5
LT0003_40,55,C7,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00055_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0003_40-00055_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00055_01.ch5
LT0003_40,56,C8,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00056_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00056_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00056_01.ch5
LT0003_40,72,C24,LOW,HIGH,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00072_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00072_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00072_01.ch5
LT0003_40,74,D2,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00074_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00074_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00074_01.ch5
LT0003_40,75,D3,MED,LOW,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00075_01-cd-MED_ms-LOW_pr-HIGH.mp4,LT0003_40-00075_01-cd-MED_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00075_01.ch5
LT0003_40,78,D6,LOW,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00078_01-cd-LOW_ms-MED_pr-LOW.mp4,LT0003_40-00078_01-cd-LOW_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00078_01.ch5
LT0003_40,80,D8,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00080_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00080_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00080_01.ch5
LT0003_40,83,D11,LOW,HIGH,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00083_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00083_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00083_01.ch5
LT0003_40,85,D13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00085_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00085_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00085_01.ch5
LT0003_40,88,D16,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00088_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00088_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00088_01.ch5
LT0003_40,89,D17,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00089_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00089_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00089_01.ch5
LT0003_40,106,E10,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00106_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00106_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00106_01.ch5
LT0003_40,109,E13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00109_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00109_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00109_01.ch5
LT0003_40,110,E14,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00110_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00110_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00110_01.ch5
LT0003_40,111,E15,HIGH,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00111_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0003_40-00111_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00111_01.ch5
LT0003_40,112,E16,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00112_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00112_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00112_01.ch5
LT0003_40,120,E24,LOW,LOW,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00120_01-cd-LOW_ms-LOW_pr-HIGH.mp4,LT0003_40-00120_01-cd-LOW_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00120_01.ch5
LT0003_40,128,F8,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00128_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0003_40-00128_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00128_01.ch5
LT0003_40,134,F14,HIGH,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00134_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0003_40-00134_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00134_01.ch5
LT0003_40,136,F16,HIGH,HIGH,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00136_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0003_40-00136_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00136_01.ch5
LT0003_40,144,F24,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00144_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0003_40-00144_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00144_01.ch5
LT0003_40,157,G13,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00157_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00157_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00157_01.ch5
LT0003_40,159,G15,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00159_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00159_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00159_01.ch5
LT0003_40,168,G24,MED,LOW,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00168_01-cd-MED_ms-LOW_pr-HIGH.mp4,LT0003_40-00168_01-cd-MED_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00168_01.ch5
LT0003_40,169,H1,LOW,HIGH,HIGH,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00169_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,LT0003_40-00169_01-cd-LOW_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00169_01.ch5
LT0003_40,172,H4,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00172_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00172_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00172_01.ch5
LT0003_40,175,H7,HIGH,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00175_01-cd-HIGH_ms-MED_pr-HIGH.mp4,LT0003_40-00175_01-cd-HIGH_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00175_01.ch5
LT0003_40,179,H11,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00179_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00179_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00179_01.ch5
LT0003_40,181,H13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00181_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00181_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00181_01.ch5
LT0003_40,185,H17,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00185_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0003_40-00185_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00185_01.ch5
LT0003_40,187,H19,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00187_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0003_40-00187_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00187_01.ch5
LT0003_40,190,H22,HIGH,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00190_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0003_40-00190_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00190_01.ch5
LT0003_40,199,I7,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00199_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0003_40-00199_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00199_01.ch5
LT0003_40,203,I11,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00203_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00203_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00203_01.ch5
LT0003_40,204,I12,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00204_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00204_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00204_01.ch5
LT0003_40,205,I13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00205_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00205_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00205_01.ch5
LT0003_40,206,I14,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00206_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00206_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00206_01.ch5
LT0003_40,207,I15,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00207_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00207_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00207_01.ch5
LT0003_40,209,I17,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00209_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0003_40-00209_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00209_01.ch5
LT0003_40,216,I24,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00216_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0003_40-00216_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00216_01.ch5
LT0003_40,217,J1,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00217_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00217_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00217_01.ch5
LT0003_40,218,J2,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00218_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0003_40-00218_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00218_01.ch5
LT0003_40,221,J5,HIGH,LOW,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00221_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0003_40-00221_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00221_01.ch5
LT0003_40,223,J7,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00223_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0003_40-00223_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00223_01.ch5
LT0003_40,243,K3,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00243_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00243_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00243_01.ch5
LT0003_40,245,K5,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00245_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0003_40-00245_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00245_01.ch5
LT0003_40,249,K9,MED,LOW,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00249_01-cd-MED_ms-LOW_pr-HIGH.mp4,LT0003_40-00249_01-cd-MED_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00249_01.ch5
LT0003_40,251,K11,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00251_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0003_40-00251_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00251_01.ch5
LT0003_40,254,K14,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0003_40-00254_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0003_40-00254_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0003_40--ex2005_05_11--sp2005_03_16--tt17--c3/hdf5/00254_01.ch5
